"R0000100","R0536300","R0536401","R0536402","R1235800","R1318100","R1318200","R1482600","R3961800","R3961900","R3989100","R3989200","R5473600","R5473700","R7237300","R7237400","R9829600","S0920000","S0920100","S0920200","S0920300","S0920400","S0920500","S0920600","S0920700","S1552600","S1552700","T3162500","T3162501","T3162502","T3162503","T3162504","T3162505","T3162506","T3162507","T3162508","T3162509","T3162600","T3162601","T3162602","T3162603","T3162700","T3162701","T3162702","T3162703","T6216400","T6216401","T6216402","T6216403","T6216500","T6216501","T6216502","T6216503","T9039400","T9039500","T9039600","T9039700","T9039800","T9039900","T9040000","T9040100","U1028900","U1029000","U1029100","U1029200","U1029300","U1029400","U1029500","U1029600","U2969100","U2969200","U2969300","U2969400","U2969500","U2969600","U2969700","U2969800","U4954600","Z9033700","Z9033800","Z9033900","Z9034000","Z9034100","Z9034200"
2814,1,7,1980,1,-3,-3,1,-5,-5,-5,-5,-4,-4,-4,-4,1008,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,4,3,1,3,4,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
2815,2,6,1983,1,9,80,1,-5,-5,-5,-5,-4,-4,-4,-4,1602,2,5,1,1,5,5,5,5,-4,-4,1,3,5,5,7,5,5,5,7,7,7,5,5,7,7,5,7,7,7,5,7,7,7,5,5,7,3,4,4,1,3,4,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
2816,2,7,1984,1,18,86,1,7,78,5,76,1,66,3,72,4148,4,2,2,4,2,3,4,3,1,66,7,3,7,5,7,6,4,5,7,5,1,5,7,7,2,5,6,7,1,1,5,7,2,5,5,3,2,4,3,1,2,4,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,1,5,2,5,-4,-4
2817,2,4,1982,1,18,86,4,-4,-4,-4,-4,-4,-4,-4,-4,54189,2,4,1,4,5,1,3,5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,3,-3,3,-3,3
2818,2,1,1984,1,70,108,4,53,101,75,110,75,110,90,119,94594,3,4,1,5,5,1,2,5,-4,-4,4,4,5,1,6,3,6,4,6,2,1,1,7,7,7,1,6,7,1,1,6,4,6,1,6,6,3,2,3,1,3,3,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,-4,-4,-4,-4,-4
2819,1,3,1981,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,37760,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,-2,6,6,2,-2,7,4,1,5,1,5,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
2820,2,1,1983,1,66,106,1,-4,-4,-4,-4,-4,-4,-4,-4,80738,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,3,5,1,5,5,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,5,4
2821,2,9,1981,1,25,90,1,-4,-4,-4,-4,-4,-4,-4,-4,1523,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,4,7,1,7,6,7,1,7,7,1,1,7,1,7,1,7,7,1,1,7,7,1,1,5,7,-2,-2,-2,1,2,5,1,-2,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
2822,1,11,1982,1,12,82,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5,1,5,5,4,2,5,-4,-4,6,7,7,6,7,7,7,1,7,5,1,4,7,6,7,6,7,6,2,5,7,7,1,5,5,5,1,5,-2,1,5,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
2823,1,4,1980,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
2824,2,8,1980,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-5,-5,18646,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,5,1,4,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,1,4,1,4,-4,-4
2825,1,4,1982,1,1,66,1,-4,-4,-4,-4,-4,-4,-4,-4,3338,2,4,4,5,2,3,2,3,-4,-4,4,4,7,4,7,4,1,4,7,4,7,7,7,4,7,4,1,1,1,5,7,7,5,7,5,6,5,-2,5,1,3,3,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
2826,2,1,1984,1,10,81,1,4,74,14,84,21,88,9,80,4301,2,1,2,1,1,1,1,1,-4,-4,1,1,5,6,3,6,4,2,5,2,3,2,6,5,5,1,5,5,1,1,7,5,5,1,6,6,5,5,4,1,3,4,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-3,6,-3,6,-4,-4
2827,2,11,1982,1,-3,-3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,3,1,4,4,1,2,4,-4,-4,5,4,6,4,6,4,5,1,5,1,1,2,6,5,4,1,6,6,1,5,7,6,5,1,7,7,4,4,2,3,4,4,4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
2828,2,12,1982,1,19,87,1,-4,-4,-4,-4,-4,-4,-4,-4,48789,3,4,1,3,5,1,3,5,-4,-4,3,1,6,5,7,7,7,5,3,1,2,2,7,5,3,1,6,7,1,1,6,5,5,1,5,7,3,2,4,1,4,3,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,4,3
2829,1,9,1980,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,53488,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,7,5,3,4,6,2,6,3,5,1,1,1,5,5,6,7,5,5,1,1,6,6,7,1,6,7,-5,-5,-5,-5,-5,-5,-5,-5,3,1,4,1,3,4,3,1,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
2830,1,9,1982,1,99,137,1,-5,-5,-4,-4,-4,-4,-4,-4,-5,1,2,1,4,4,2,3,1,-4,-4,5,3,6,2,4,5,5,2,6,3,1,2,5,5,4,2,4,5,2,2,3,5,5,1,5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,4,5,4,-4,-4
2831,1,6,1980,1,-4,-4,4,-5,-5,-4,-4,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,3,7,4,5,2,6,1,4,1,1,1,7,7,3,1,7,7,1,1,7,7,5,4,7,7,1,4,5,1,5,3,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
2832,2,4,1982,1,-4,-4,4,-4,-4,-4,-4,-5,-5,-5,-5,-4,3,2,1,5,4,2,4,5,-4,-4,6,4,6,6,7,4,6,4,6,2,2,2,7,7,5,7,3,3,2,2,6,6,2,6,6,6,3,3,3,1,4,3,2,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4
2833,1,5,1983,1,79,112,4,-4,-4,-4,-4,-4,-4,-4,-4,87070,4,3,3,4,4,2,2,5,-4,-4,5,4,4,3,6,5,5,7,6,4,2,4,5,5,4,2,6,5,3,3,2,4,4,2,5,3,3,3,2,1,3,-2,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5,5,5,6,-4,-4
2834,2,3,1984,1,45,98,4,-4,-4,-5,-5,63,105,-4,-4,-4,2,3,2,4,4,1,1,5,-4,-4,7,1,7,4,7,4,6,2,6,3,1,2,7,6,1,1,7,7,-5,-5,-5,-5,-5,-5,-5,-5,1,5,1,2,3,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,5,-3,5,-4,-4
2835,1,8,1981,1,30,92,4,-5,-5,-4,-4,-4,-4,-4,-4,52189,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,6,6,5,6,6,1,4,3,4,2,5,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4
2836,2,4,1980,1,-4,-4,1,-5,-5,-4,-4,-5,-5,-5,-5,16513,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,4,7,4,7,5,7,1,7,1,1,2,7,6,7,4,5,4,1,1,7,6,1,1,7,6,3,1,4,1,4,4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,6,2,6,2,3,2
2837,2,4,1980,1,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,54625,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
2838,2,6,1982,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,4,4
2839,2,8,1981,1,37,95,4,-4,-4,-4,-4,-4,-4,-4,-4,64788,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,5,6,2,4,6,6,4,2,4,4,3,4,5,4,4,4,4,4,1,3,4,4,6,5,4,5,3,5,2,4,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
2840,2,12,1983,1,53,101,4,-4,-4,-4,-4,-4,-4,-4,-4,64150,2,4,2,3,4,2,3,4,-4,-4,6,5,7,2,6,5,7,1,6,5,1,1,7,7,6,1,7,7,1,1,7,7,1,1,6,6,4,2,4,1,4,4,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,4,5
2841,2,9,1983,1,81,113,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,3,1,5,4,1,1,5,-4,-4,6,2,7,5,6,5,6,3,7,2,1,2,7,7,2,2,7,7,2,3,7,6,3,1,7,6,3,1,4,1,4,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,6,3,6,3,6
2842,2,3,1981,1,-4,-4,4,-4,-4,-5,-5,-4,-4,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,1,5,6,6,3,5,1,-2,2,1,3,6,6,7,7,5,3,1,1,7,7,5,5,4,2,4,5,4,1,5,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4
2843,2,5,1980,1,-4,-4,4,-5,-5,-4,-4,-5,-5,-5,-5,70320,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,2,6,4,4,3,6,3,6,5,1,1,7,7,2,5,5,5,1,1,6,6,3,6,4,5,3,1,4,1,4,4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,7,-3,7,-3,7
2844,2,4,1984,1,79,112,4,66,106,-4,-4,81,113,82,114,69919,3,2,1,4,4,1,4,5,-4,-4,3,2,7,3,4,7,7,1,6,2,2,3,7,6,4,2,4,4,1,1,7,7,2,6,6,3,3,2,2,1,4,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,5,3,5,-4,-4
2845,2,12,1982,1,50,100,4,-5,-5,-4,-4,-5,-5,-5,-5,42019,3,3,1,4,3,4,4,4,-4,-4,5,4,4,4,5,5,5,3,5,4,3,3,6,6,5,2,5,5,1,1,7,7,6,1,2,7,1,3,1,1,3,1,4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4
2846,1,9,1982,1,39,96,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,2,2,4,3,3,4,5,-4,-4,5,6,6,6,6,1,5,5,2,2,2,2,5,5,6,7,3,3,4,3,6,3,4,7,2,2,4,2,3,1,4,4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4
2847,2,7,1984,1,34,94,4,21,88,27,91,32,93,13,83,-4,3,3,2,3,5,1,3,2,-4,-4,6,6,6,7,7,5,7,2,6,1,5,2,6,6,5,6,6,3,1,3,6,5,2,5,5,5,5,5,5,2,5,5,1,-2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,-4,-4,-4,-4,-4
2848,2,11,1980,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-5,-5,61463,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,4,6,6,5,5,6,3,5,4,2,2,6,6,5,2,6,6,1,1,7,7,7,1,7,7,3,4,3,1,3,3,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,3,-3,3,-3,3,-4,-4
2849,2,3,1982,1,4,73,4,-4,-4,-5,-5,-4,-4,-4,-4,-4,3,2,1,3,2,1,3,5,-4,-4,5,3,6,6,5,5,7,3,2,3,3,2,5,7,5,3,5,5,5,3,5,6,3,2,5,7,3,2,4,1,2,3,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
2850,1,2,1980,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,2,6,2,4,6,5,2,6,4,1,2,6,6,5,1,6,7,-5,-5,-5,-5,-5,-5,-5,-5,4,2,3,2,4,4,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
2851,1,12,1983,1,53,101,4,-4,-4,-4,-4,-4,-4,-4,-4,53033,1,5,2,2,4,1,1,4,-4,-4,4,5,7,4,6,7,4,1,4,1,1,1,5,4,4,5,7,7,2,2,5,4,4,6,4,4,3,5,4,1,5,5,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4
2852,2,10,1983,1,-3,-3,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
2853,2,12,1981,1,32,93,4,-4,-4,-4,-4,-4,-4,-4,-4,33867,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,1,5,1,7,1,6,1,6,4,1,1,6,6,2,5,5,4,1,7,7,5,1,5,1,5,-5,-5,-5,-5,-5,-5,-5,-5,3,5,5,1,5,3,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
2854,1,8,1983,1,18,86,4,-4,-4,-4,-4,-4,-4,-4,-4,52855,3,3,2,3,3,3,3,4,-4,-4,3,3,6,5,7,6,3,4,5,3,1,2,6,5,5,4,4,5,1,1,7,7,4,6,4,6,2,3,3,1,3,3,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
2855,2,8,1980,1,-4,-4,4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,4,7,2,6,2,6,1,6,4,1,1,7,7,1,1,6,6,1,1,7,7,3,1,7,4,5,3,-2,1,4,-1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,5,5
2856,2,12,1983,1,45,98,4,-4,-4,-5,-5,-4,-4,-4,-4,-4,5,1,1,5,5,1,5,5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,7,7,7,1,6,1,3,1,4,4,1,1,1,4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4
2857,1,9,1981,1,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
2858,1,1,1981,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,70024,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,5,4,5,7,3,3,4,4,6,6,5,3,3,7,2,4,2,5,5,6,4,7,5,5,3,2,3,4,3,3,5,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,3,2,4,2,-4,-4
2859,2,3,1983,1,37,95,4,-4,-4,-4,-4,-4,-4,-5,-5,61633,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,2,7,6,6,5,6,2,4,2,1,2,7,7,4,2,6,6,1,1,6,6,2,1,6,6,3,4,3,2,3,4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
2860,1,9,1980,1,0,55,4,-4,-4,-4,-4,-4,-4,-4,-4,9578,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,3,5,4,5,7,4,1,5,2,1,4,7,7,3,7,4,1,1,1,7,7,2,2,6,7,4,4,4,1,4,4,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4
2861,2,7,1982,1,0,55,4,-4,-4,-4,-4,-4,-4,-4,-4,3174,3,3,3,3,5,1,4,3,-4,-4,4,-2,7,7,7,3,5,1,4,-2,5,4,6,2,7,4,1,7,2,2,6,3,7,7,2,6,3,4,3,1,3,-2,2,-2,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,-4,-4,-4,-4,-4
2862,1,11,1981,1,58,103,4,-4,-4,-4,-4,-4,-4,-5,-5,64682,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,7,4,3,6,7,1,4,7,7,1,4,2,6,7,7,7,4,2,1,1,7,7,7,6,5,1,4,1,4,1,4,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4
2863,1,10,1983,1,25,90,4,-4,-4,-4,-4,-4,-4,-5,-5,22475,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
2864,2,2,1982,1,30,92,4,-4,-4,-4,-4,-4,-4,-5,-5,28905,5,3,3,4,5,5,3,5,-4,-4,5,1,5,7,5,5,4,2,5,1,7,7,1,3,5,1,1,5,6,7,3,4,2,2,3,7,2,2,1,3,-2,1,2,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
2865,2,11,1984,1,37,95,4,30,92,25,90,7,78,50,100,34734,2,3,2,5,4,2,2,5,-4,-4,6,2,6,3,7,1,7,1,6,2,1,1,7,6,5,6,5,3,1,1,7,6,5,6,5,5,3,2,5,1,5,5,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4
2866,1,1,1981,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,39414,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,6,5,5,2,6,3,4,3,1,1,7,7,2,2,3,1,3,3,6,6,5,7,3,1,4,3,4,2,4,-2,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
2867,1,5,1984,1,1,62,4,0,55,1,64,5,76,-4,-4,2213,5,4,4,4,2,2,2,5,-4,-4,7,6,5,1,7,5,7,4,7,1,4,7,7,7,7,6,7,3,3,7,7,7,3,3,7,7,2,1,3,1,1,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4
2868,1,11,1981,1,66,106,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,7,6,4,6,6,7,1,3,1,1,7,4,7,7,1,1,3,5,4,1,5,6,4,1,3,3,2,1,1,5,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
2869,2,6,1980,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,97007,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,7,7,7,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,4,2,4,2,5,2
2870,2,12,1983,1,53,101,4,-4,-4,-4,-4,-4,-4,-4,-4,72318,2,5,1,4,3,2,3,5,-4,-4,6,5,7,5,7,3,7,1,7,1,1,1,7,7,7,1,7,6,1,1,7,7,7,5,2,2,3,2,4,1,4,4,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5,5,4,5,-4,-4
2871,1,8,1981,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,55390,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,6,7,6,7,7,6,2,7,6,2,2,6,7,3,1,6,6,1,1,7,7,4,2,7,5,5,-2,4,1,1,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
2872,1,12,1982,1,32,93,4,-4,-4,-4,-4,-4,-4,-4,-4,31601,2,2,2,2,2,2,3,5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
2873,1,4,1980,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,94819,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,6,6,4,6,5,4,2,6,3,3,2,6,6,6,4,5,5,5,5,5,4,6,2,6,5,3,2,3,2,3,4,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,6,2,5,2,5,2
2874,1,6,1981,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,100000,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,6,7,5,7,2,6,5,5,2,3,2,7,5,7,5,3,5,1,2,6,6,6,7,2,1,2,3,1,3,4,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,6,2,6,2,6,2
2875,1,11,1980,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,87645,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,2,7,1,6,4,4,1,6,1,1,1,7,6,4,4,4,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,2,5,2,5,2
2876,1,8,1980,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,100000,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,2,5,4,5,6,4,3,4,3,4,2,6,5,2,1,4,5,2,2,5,4,2,4,4,4,4,3,3,2,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,6,3,6,2,6,3
